0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
80.0,90.0,80.0,100.0,100.0,80.0,70.0,80.0,70.0,90.0,90.0,80.0,90.0,130.0,160.0,70.0,80.0,80.0,80.0,80.0,50.0,80.0,70.0,80.0,60.0,120.0,90.0,70.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,70.0,70.0,80.0,70.0,110.0,90.0,90.0,70.0,80.0,80.0,80.0,60.0,80.0,70.0,80.0,80.0,80.0,90.0,90.0,150.0,330.0,100.0,100.0,160.0,150.0,210.0,520.0,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,120.0,130.0,100.0,100.0,90.0,100.0,70.0,100.0,70.0,90.0,100.0,100.0,130.0,120.0,80.0,90.0,110.0,90.0,80.0,100.0,80.0,80.0,130.0,450.0,380.0,340.0,190.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,90.0,80.0,110.0,80.0,100.0,90.0,90.0,80.0,70.0,80.0,90.0,90.0,90.0,90.0,70.0,200.0,70.0,80.0,120.0,80.0,100.0,60.0,90.0,80.0,110.0,170.0,370.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,80.0,70.0,80.0,100.0,60.0,80.0,90.0,80.0,70.0,90.0,90.0,60.0,90.0,90.0,80.0,80.0,200.0,140.0,160.0,140.0,190.0,110.0,70.0,80.0,80.0,100.0,160.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,90.0,130.0,140.0,100.0,140.0,80.0,130.0,100.0,100.0,90.0,120.0,150.0,90.0,80.0,110.0,80.0,90.0,100.0,150.0,80.0,130.0,90.0,110.0,130.0,250.0,560.0,530.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,80.0,160.0,180.0,150.0,200.0,90.0,140.0,80.0,110.0,170.0,90.0,100.0,110.0,110.0,90.0,180.0,130.0,240.0,130.0,100.0,150.0,240.0,370.0,360.0,190.0,500.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,90.0,100.0,120.0,90.0,90.0,110.0,100.0,100.0,140.0,110.0,90.0,100.0,120.0,100.0,140.0,80.0,80.0,90.0,90.0,80.0,110.0,100.0,110.0,230.0,70.0,210.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,70.0,80.0,90.0,100.0,80.0,70.0,70.0,70.0,80.0,70.0,70.0,80.0,100.0,90.0,90.0,150.0,70.0,90.0,90.0,90.0,90.0,120.0,150.0,280.0,200.0,150.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,70.0,80.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,110.0,80.0,90.0,80.0,70.0,90.0,100.0,80.0,80.0,90.0,80.0,80.0,100.0,110.0,560.0,190.0,370.0,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,90.0,110.0,90.0,120.0,100.0,80.0,110.0,100.0,100.0,120.0,90.0,70.0,90.0,110.0,100.0,120.0,160.0,100.0,140.0,250.0,390.0,190.0,90.0,90.0,100.0,160.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,50.0,70.0,70.0,60.0,70.0,80.0,60.0,70.0,70.0,100.0,60.0,90.0,70.0,90.0,100.0,150.0,110.0,80.0,100.0,80.0,100.0,80.0,80.0,230.0,210.0,80.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,90.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,90.0,100.0,100.0,100.0,90.0,120.0,90.0,60.0,130.0,130.0,100.0,140.0,120.0,150.0,180.0,180.0,290.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,100.0,80.0,110.0,70.0,80.0,80.0,100.0,90.0,80.0,70.0,100.0,110.0,100.0,80.0,100.0,100.0,70.0,90.0,100.0,100.0,110.0,80.0,200.0,450.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,100.0,80.0,130.0,120.0,120.0,120.0,120.0,100.0,80.0,80.0,90.0,100.0,90.0,110.0,110.0,80.0,100.0,80.0,130.0,80.0,100.0,130.0,130.0,130.0,230.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,60.0,90.0,70.0,110.0,70.0,70.0,80.0,80.0,70.0,70.0,100.0,60.0,90.0,110.0,70.0,100.0,70.0,70.0,140.0,100.0,250.0,260.0,120.0,200.0,640.0,2590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,80.0,140.0,120.0,110.0,100.0,100.0,280.0,210.0,80.0,90.0,120.0,120.0,90.0,120.0,140.0,110.0,100.0,100.0,120.0,130.0,130.0,130.0,290.0,350.0,3220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,80.0,80.0,90.0,90.0,110.0,80.0,110.0,70.0,90.0,100.0,190.0,120.0,70.0,100.0,80.0,80.0,90.0,100.0,70.0,110.0,90.0,90.0,100.0,90.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,90.0,90.0,80.0,150.0,90.0,100.0,80.0,140.0,100.0,150.0,70.0,90.0,80.0,100.0,100.0,70.0,90.0,70.0,130.0,140.0,100.0,290.0,470.0,180.0,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,80.0,60.0,70.0,70.0,70.0,80.0,80.0,80.0,70.0,70.0,60.0,80.0,70.0,80.0,60.0,70.0,90.0,80.0,100.0,80.0,90.0,80.0,90.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,140.0,90.0,130.0,100.0,260.0,110.0,100.0,120.0,100.0,120.0,110.0,90.0,110.0,480.0,260.0,130.0,100.0,150.0,110.0,120.0,290.0,380.0,480.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,90.0,70.0,70.0,120.0,100.0,70.0,80.0,180.0,60.0,70.0,80.0,80.0,100.0,70.0,80.0,80.0,230.0,80.0,270.0,140.0,180.0,170.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,80.0,90.0,110.0,90.0,160.0,90.0,100.0,120.0,160.0,80.0,160.0,120.0,60.0,110.0,100.0,540.0,180.0,170.0,100.0,270.0,90.0,910.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,70.0,90.0,70.0,80.0,80.0,110.0,90.0,100.0,80.0,60.0,90.0,100.0,90.0,100.0,90.0,300.0,150.0,260.0,420.0,170.0,120.0,410.0,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,150.0,80.0,100.0,70.0,90.0,80.0,110.0,140.0,100.0,110.0,100.0,90.0,90.0,110.0,90.0,100.0,110.0,130.0,120.0,130.0,670.0,540.0,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,110.0,80.0,90.0,70.0,70.0,70.0,80.0,90.0,80.0,90.0,70.0,70.0,90.0,70.0,80.0,80.0,70.0,90.0,90.0,90.0,110.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,120.0,70.0,120.0,80.0,120.0,100.0,150.0,90.0,110.0,130.0,130.0,160.0,100.0,40.0,80.0,140.0,90.0,360.0,500.0,160.0,110.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,90.0,110.0,100.0,120.0,90.0,140.0,120.0,90.0,130.0,180.0,100.0,120.0,120.0,180.0,90.0,160.0,270.0,100.0,320.0,450.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,80.0,80.0,80.0,90.0,100.0,110.0,130.0,80.0,90.0,90.0,80.0,130.0,110.0,110.0,100.0,90.0,120.0,90.0,200.0,220.0,260.0,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,100.0,120.0,110.0,130.0,100.0,130.0,130.0,110.0,120.0,140.0,110.0,120.0,120.0,110.0,100.0,90.0,100.0,130.0,90.0,110.0,120.0,1870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,60.0,80.0,60.0,60.0,70.0,70.0,80.0,100.0,70.0,80.0,100.0,80.0,70.0,80.0,80.0,80.0,70.0,110.0,300.0,350.0,570.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,60.0,90.0,80.0,80.0,100.0,90.0,70.0,60.0,70.0,70.0,60.0,80.0,70.0,160.0,70.0,150.0,170.0,80.0,160.0,390.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,80.0,70.0,70.0,100.0,70.0,80.0,90.0,50.0,70.0,90.0,90.0,80.0,150.0,70.0,90.0,110.0,210.0,230.0,290.0,290.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,60.0,70.0,100.0,80.0,80.0,90.0,90.0,80.0,90.0,130.0,70.0,90.0,110.0,70.0,90.0,270.0,420.0,230.0,420.0,510.0,3430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,110.0,120.0,140.0,120.0,210.0,210.0,110.0,140.0,110.0,80.0,150.0,60.0,330.0,190.0,120.0,150.0,160.0,180.0,70.0,80.0,1930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,90.0,70.0,80.0,70.0,90.0,70.0,90.0,70.0,80.0,100.0,110.0,70.0,100.0,100.0,210.0,70.0,90.0,230.0,180.0,130.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,70.0,90.0,90.0,90.0,90.0,90.0,90.0,80.0,80.0,90.0,90.0,70.0,110.0,90.0,80.0,100.0,90.0,110.0,370.0,300.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,100.0,120.0,110.0,90.0,110.0,100.0,110.0,100.0,80.0,100.0,100.0,60.0,80.0,110.0,90.0,100.0,150.0,280.0,460.0,530.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,90.0,80.0,140.0,100.0,70.0,80.0,70.0,80.0,70.0,80.0,80.0,90.0,90.0,100.0,90.0,190.0,140.0,210.0,130.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,120.0,70.0,140.0,90.0,120.0,70.0,70.0,90.0,90.0,110.0,80.0,90.0,120.0,100.0,90.0,80.0,80.0,460.0,370.0,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,90.0,120.0,80.0,70.0,80.0,220.0,200.0,70.0,90.0,80.0,60.0,70.0,80.0,80.0,80.0,80.0,80.0,90.0,90.0,2520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,60.0,80.0,90.0,80.0,100.0,110.0,80.0,80.0,100.0,60.0,150.0,90.0,220.0,150.0,350.0,150.0,240.0,190.0,1530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,100.0,90.0,120.0,210.0,90.0,100.0,110.0,110.0,110.0,150.0,240.0,110.0,140.0,110.0,120.0,120.0,530.0,730.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,80.0,90.0,120.0,80.0,70.0,70.0,100.0,50.0,80.0,70.0,90.0,90.0,150.0,90.0,110.0,200.0,430.0,400.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,70.0,80.0,80.0,90.0,90.0,110.0,90.0,90.0,80.0,60.0,80.0,90.0,100.0,120.0,80.0,480.0,310.0,250.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,80.0,60.0,60.0,70.0,70.0,60.0,80.0,80.0,80.0,70.0,80.0,80.0,70.0,70.0,90.0,210.0,320.0,270.0,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,60.0,70.0,70.0,70.0,120.0,140.0,300.0,110.0,100.0,80.0,70.0,90.0,80.0,110.0,180.0,450.0,400.0,170.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,80.0,80.0,70.0,80.0,80.0,80.0,80.0,80.0,100.0,110.0,100.0,80.0,90.0,60.0,80.0,120.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,120.0,100.0,80.0,70.0,80.0,100.0,110.0,180.0,90.0,80.0,150.0,170.0,480.0,120.0,160.0,190.0,230.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,120.0,70.0,90.0,60.0,80.0,50.0,80.0,70.0,100.0,110.0,110.0,120.0,160.0,250.0,290.0,200.0,1330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,290.0,130.0,170.0,160.0,110.0,250.0,110.0,100.0,100.0,100.0,100.0,90.0,110.0,100.0,110.0,640.0,3560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,80.0,120.0,130.0,280.0,170.0,90.0,120.0,90.0,100.0,120.0,90.0,160.0,310.0,200.0,150.0,910.0,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,100.0,60.0,70.0,100.0,90.0,50.0,80.0,70.0,90.0,70.0,100.0,90.0,110.0,260.0,190.0,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,70.0,90.0,110.0,90.0,80.0,100.0,90.0,70.0,70.0,100.0,90.0,100.0,160.0,230.0,190.0,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,80.0,100.0,100.0,60.0,70.0,80.0,60.0,80.0,90.0,90.0,150.0,90.0,200.0,230.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,90.0,90.0,70.0,100.0,80.0,120.0,100.0,100.0,90.0,110.0,90.0,130.0,410.0,260.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,90.0,90.0,120.0,110.0,110.0,160.0,120.0,100.0,120.0,100.0,80.0,110.0,100.0,120.0,2960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,70.0,80.0,70.0,80.0,100.0,100.0,250.0,80.0,90.0,100.0,80.0,90.0,70.0,130.0,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,110.0,80.0,90.0,120.0,80.0,80.0,110.0,70.0,90.0,80.0,90.0,100.0,240.0,90.0,2480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,70.0,80.0,90.0,80.0,90.0,120.0,90.0,80.0,130.0,190.0,160.0,200.0,190.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,70.0,70.0,100.0,80.0,90.0,100.0,80.0,70.0,100.0,80.0,70.0,90.0,130.0,90.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,60.0,70.0,70.0,60.0,70.0,80.0,60.0,70.0,60.0,90.0,80.0,120.0,200.0,230.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,80.0,70.0,110.0,130.0,100.0,120.0,80.0,60.0,70.0,390.0,160.0,230.0,400.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,80.0,80.0,70.0,70.0,80.0,80.0,70.0,80.0,80.0,70.0,90.0,90.0,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,70.0,70.0,90.0,90.0,70.0,130.0,80.0,130.0,260.0,160.0,230.0,180.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,90.0,80.0,90.0,80.0,90.0,80.0,80.0,90.0,80.0,120.0,150.0,240.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,80.0,90.0,100.0,80.0,110.0,130.0,60.0,230.0,170.0,220.0,320.0,240.0,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,120.0,130.0,120.0,80.0,90.0,100.0,100.0,90.0,80.0,190.0,110.0,190.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,90.0,120.0,60.0,100.0,100.0,80.0,200.0,150.0,120.0,120.0,130.0,1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,70.0,100.0,90.0,100.0,90.0,120.0,240.0,240.0,260.0,3240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,110.0,80.0,80.0,80.0,200.0,190.0,150.0,240.0,400.0,410.0,1560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,110.0,160.0,70.0,130.0,180.0,150.0,140.0,220.0,340.0,120.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,90.0,90.0,100.0,90.0,110.0,80.0,110.0,110.0,220.0,220.0,2360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,100.0,110.0,80.0,100.0,90.0,180.0,180.0,100.0,190.0,400.0,2330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,70.0,70.0,70.0,90.0,60.0,80.0,110.0,150.0,200.0,300.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,70.0,60.0,70.0,80.0,100.0,110.0,90.0,150.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,80.0,110.0,110.0,130.0,150.0,90.0,160.0,130.0,210.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,90.0,140.0,90.0,130.0,110.0,120.0,130.0,340.0,120.0,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,80.0,70.0,210.0,100.0,90.0,180.0,110.0,150.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,80.0,140.0,160.0,90.0,90.0,100.0,120.0,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,90.0,70.0,70.0,70.0,260.0,170.0,340.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,180.0,90.0,310.0,240.0,460.0,570.0,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,90.0,80.0,60.0,80.0,90.0,1510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,110.0,180.0,90.0,90.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
